REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME
EXP35092-125365,1/3/2023 15:12,1/3/2023 15:12,TLLY0443452,20,L,7/3/2023 15:30
EXP35092-125365,1/3/2023 15:12,1/3/2023 15:12,RISP0373570,20,L,7/3/2023 15:54
EXP35092-125365,1/3/2023 15:12,1/3/2023 15:12,BMZD3239668,20,L,7/3/2023 15:42
IGOJO14705,1/3/2023 15:27,4/3/2023 15:27,KZCB4337472,40,L,2/3/2023 7:23
IGOJO14707,1/3/2023 15:32,4/3/2023 15:32,LKIO3955151,20,L,2/3/2023 9:23
MTZEFS17153,19-02-23 12:37:19,22-02-23 12:37:19,SFIS1285438,40,E,19-02-23 11:09:21
MTZEFS17165,20-02-23 01:28:40,23-02-23 01:28:40,LNIJ0431732,40,E,20-02-23 00:01:49
EFS34437,20-02-23 18:33:23,23-02-23 18:33:23,SPXL6701756,20,E,21-02-23 09:49:54
EFS34437,20-02-23 18:33:23,23-02-23 18:33:23,CJAM2444420,20,E,21-02-23 00:39:14
EFS34437,20-02-23 18:33:23,23-02-23 18:33:23,EWEQ4595113,20,E,20-02-23 22:53:55
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,CREG6856426,20,L,22-02-23 02:23:20
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,VWOW3789231,20,L,22-02-23 02:22:57
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,YBMB4269201,20,L,22-02-23 02:17:59
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,FVUH3851698,20,L,22-02-23 02:18:33
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,IIDO9216616,20,L,22-02-23 02:17:38
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,GSDZ7242170,20,L,22-02-23 02:19:15
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,GWDP7979265,20,L,22-02-23 02:19:02
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,PZJL5332377,20,L,22-02-23 02:18:47
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,OSJS5052098,20,L,22-02-23 02:23:09
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,RCZA7773544,20,L,22-02-23 02:17:19
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,KMPO0476951,20,L,22-02-23 02:23:36
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,FGJC4891142,20,L,22-02-23 02:18:09
EXP34732-124644,20-02-23 19:08:57,20-02-23 19:08:57,DDFU0479863,20,L,22-02-23 02:16:52
EFS34441,20-02-23 19:20:32,23-02-23 19:20:32,DBDH2173201,20,E,21-02-23 09:32:14
EFS34441,20-02-23 19:20:32,23-02-23 19:20:32,HUZE6011804,20,E,21-02-23 08:12:36
EXP34896-124931,20-02-23 20:23:25,20-02-23 20:23:25,BGMA8310592,40,L,22-02-23 03:13:54
IGOJO14452,20-02-23 21:01:41,23-02-23 21:01:41,DIIM6769777,20,L,21-02-23 00:18:22
IGOJO14455,20-02-23 22:00:44,23-02-23 22:00:44,HXSZ4997673,20,L,20-02-23 23:43:58
MTZEFS17354,28-02-23 08:07:17,3/3/2023 8:07,YHPT2722070,40,E,28-02-23 06:39:31
MTZEFS17355,28-02-23 08:14:45,3/3/2023 8:14,ADCP2006886,40,E,28-02-23 06:46:30
EFS34738,28-02-23 09:15:55,3/3/2023 9:15,HKLL7791363,20,E,28-02-23 09:31:09
EFS34738,28-02-23 09:15:55,3/3/2023 9:15,HIHO7392882,20,E,28-02-23 09:31:09
MTZEFS17359,28-02-23 09:30:30,3/3/2023 9:30,JUYN3366939,40,E,28-02-23 08:01:57
EFS17121-232486-416503,18-02-23 00:07:07,21-02-23 00:07:07,CJGG6911186,40,L,28-02-23 13:52:57
EFS17159-232486-412119,19-02-23 18:56:54,22-02-23 18:56:54,XSRC8061440,40,L,28-02-23 13:53:25
EFS17200-233329-416227,22-02-23 03:21:36,25-02-23 03:21:36,VXWI1437279,40,L,28-02-23 13:49:46
EFS17176-232940-408297,20-02-23 18:26:12,23-02-23 18:26:12,RNAE0365055,40,L,28-02-23 13:49:35
EFS17284-233862-414415,24-02-23 17:03:11,27-02-23 17:03:11,CQME1711772,40,L,28-02-23 13:50:45
EFS17284-233862-418773,24-02-23 17:03:11,27-02-23 17:03:11,ZHTW9069820,40,L,28-02-23 13:50:55
EFS17230-233547-412435,23-02-23 06:00:39,26-02-23 06:00:39,AIVA6402273,40,L,28-02-23 13:45:03
IGOJO14662,28-02-23 11:00:16,3/3/2023 11:00,ETRE1184289,40,L,5/3/2023 13:49
EXP34783-124732,18-02-23 18:21:29,18-02-23 18:21:29,FLMX6191946,20,L,20-02-23 17:36:43
EXP34783-124732,18-02-23 18:21:29,18-02-23 18:21:29,MMQS7174848,20,L,20-02-23 17:36:25
EXP34783-124732,18-02-23 18:21:29,18-02-23 18:21:29,YKZS6241374,20,L,20-02-23 17:36:01
EXP34783-124732,18-02-23 18:21:29,18-02-23 18:21:29,VRCH3400328,20,L,20-02-23 17:35:37
EXP34783-124732,18-02-23 18:21:29,18-02-23 18:21:29,TYTS0145682,20,L,20-02-23 17:35:48
EXP34783-124732,18-02-23 18:21:29,18-02-23 18:21:29,IGZN7941815,20,L,20-02-23 17:37:27
EXP34783-124732,18-02-23 18:21:29,18-02-23 18:21:29,GSMH8496148,20,L,20-02-23 17:37:05
EFS17151,19-02-23 10:26:00,22-02-23 10:26:00,UDFC5430406,40,E,19-02-23 09:00:16
EFS34398,19-02-23 13:01:07,22-02-23 13:01:07,OKAF9805967,40,E,19-02-23 14:29:03
EFS34398,19-02-23 13:01:07,22-02-23 13:01:07,NFUP0319038,40,E,19-02-23 14:18:27
EFS34399,19-02-23 15:02:58,22-02-23 15:02:58,EHGN8882917,40,E,19-02-23 15:33:18
EFS34399,19-02-23 15:02:58,22-02-23 15:02:58,JRBG2922267,40,E,19-02-23 17:37:20
EFS34399,19-02-23 15:02:58,22-02-23 15:02:58,NJLF9479871,40,E,19-02-23 23:36:07
EFS34412,19-02-23 19:05:32,22-02-23 19:05:32,TCBZ7117501,20,E,20-02-23 03:56:11
EFS34412,19-02-23 19:05:32,22-02-23 19:05:32,FMHG2093250,20,E,20-02-23 04:28:18
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,NRIM9954324,20,E,22-02-23 07:44:52
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,AWGI0370246,20,E,22-02-23 07:44:52
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,MJDF2169784,20,E,21-02-23 13:07:37
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,ZWXV2212869,20,E,20-02-23 13:21:50
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,YIOZ4135126,20,E,20-02-23 13:57:38
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,AWPO5098483,20,E,20-02-23 12:45:16
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,WVRZ0855822,20,E,20-02-23 13:21:50
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,AJAW7999224,20,E,21-02-23 15:58:38
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,KGEU8546174,20,E,20-02-23 12:45:16
EFS34423,20-02-23 07:30:56,23-02-23 07:30:56,PPIY5992064,20,E,21-02-23 13:07:37
EFS34440,20-02-23 18:54:40,23-02-23 18:54:40,KIEN9566506,40,E,20-02-23 23:26:44
MTZEFS17184,21-02-23 03:51:01,24-02-23 03:51:01,NTZK3593716,40,E,21-02-23 02:23:47
EFS17185,21-02-23 05:20:00,24-02-23 05:20:00,BPFM6356980,40,E,21-02-23 03:52:16
EFS34460,21-02-23 11:42:27,24-02-23 11:42:27,TKBU0833736,40,E,22-02-23 00:28:43
EFS34460,21-02-23 11:42:27,24-02-23 11:42:27,SVSH1087419,40,E,22-02-23 00:29:03
IGOJO14466,21-02-23 15:02:21,24-02-23 15:02:21,BLIF9462594,40,L,2/3/2023 20:51
IGOJO14466,21-02-23 15:02:21,24-02-23 15:02:21,FECA8299743,40,L,3/3/2023 20:57
EFS34483,21-02-23 20:16:05,24-02-23 20:16:05,AMHM0814713,20,E,22-02-23 01:06:20
EFS34820,1/3/2023 15:46,4/3/2023 15:46,EMSQ9066809,20,E,1/3/2023 17:39
EFS34820,1/3/2023 15:46,4/3/2023 15:46,PNPN7824280,20,E,1/3/2023 17:39
EFS34820,1/3/2023 15:46,4/3/2023 15:46,HEEH1837307,20,E,1/3/2023 17:07
IGOJO14708,1/3/2023 16:20,4/3/2023 16:20,QIIG8335326,20,L,5/3/2023 2:01
IGOJO14708,1/3/2023 16:20,4/3/2023 16:20,KGUV9228954,20,L,3/3/2023 19:42
IGOJO14708,1/3/2023 16:20,4/3/2023 16:20,OBJK2955872,20,L,4/3/2023 4:55
IGOJO14708,1/3/2023 16:20,4/3/2023 16:20,BMDZ8702744,20,L,1/3/2023 23:47
IGOJO14708,1/3/2023 16:20,4/3/2023 16:20,OGGR2820756,20,L,1/3/2023 23:52
IGOJO14708,1/3/2023 16:20,4/3/2023 16:20,NTWJ6343090,20,L,5/3/2023 3:22
IGOJO14708,1/3/2023 16:20,4/3/2023 16:20,NECF0233810,20,L,4/3/2023 4:01
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,MMLR5869935,20,L,2/3/2023 16:17
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,OVQC1812957,20,L,2/3/2023 16:22
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,DHEK7599729,20,L,2/3/2023 16:22
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,QYPO7792508,20,L,2/3/2023 16:13
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,ILAJ5529381,20,L,2/3/2023 16:20
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,FSKQ2968077,20,L,2/3/2023 16:21
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,BKPN2645852,20,L,2/3/2023 16:16
EXP35199-125572,1/3/2023 16:23,1/3/2023 16:23,JBPF3895363,20,L,2/3/2023 16:21
EFS34821,1/3/2023 16:36,4/3/2023 16:36,LOXN0218265,40,E,1/3/2023 17:08
EXP35239-125701,1/3/2023 16:37,1/3/2023 16:37,QZEF7537600,40,L,2/3/2023 16:16
IGOJO14716,1/3/2023 16:56,4/3/2023 16:56,OOUX7198750,20,L,2/3/2023 1:10
IGOJO14716,1/3/2023 16:56,4/3/2023 16:56,UNCF8299133,20,L,2/3/2023 1:36
IGOJO14716,1/3/2023 16:56,4/3/2023 16:56,QWIU2153909,20,L,3/3/2023 3:02
IGOJO14716,1/3/2023 16:56,4/3/2023 16:56,CFFZ4982728,20,L,4/3/2023 4:53
IGOJO14716,1/3/2023 16:56,4/3/2023 16:56,MFEL9642801,20,L,2/3/2023 8:54
IGOJO14716,1/3/2023 16:56,4/3/2023 16:56,RKOK9298877,20,L,4/3/2023 1:27
IGOJO14717,1/3/2023 17:03,4/3/2023 17:03,ETJI5088269,40,L,10/3/2023 0:19
IGOJO14718,1/3/2023 17:04,4/3/2023 17:04,DDCL5722798,40,L,2/3/2023 15:54
EXP35175-125522,1/3/2023 17:24,1/3/2023 17:24,JKYW1104046,40,L,2/3/2023 16:19
EFS34831,1/3/2023 17:53,4/3/2023 17:53,ZWZD9817264,40,E,2/3/2023 5:46
EFS34831,1/3/2023 17:53,4/3/2023 17:53,IBUM4216983,40,E,2/3/2023 4:03
IGOJO14736,1/3/2023 18:51,4/3/2023 18:51,PYEN6617968,20,L,2/3/2023 18:16
IGOJO14736,1/3/2023 18:51,4/3/2023 18:51,REUI6658924,20,L,2/3/2023 2:58
EFS34406,19-02-23 17:55:59,22-02-23 17:55:59,MSOF2943634,40,E,19-02-23 23:50:13
EFS34410,19-02-23 18:55:47,22-02-23 18:55:47,YFGK3490295,20,E,19-02-23 23:36:27
EFS34410,19-02-23 18:55:47,22-02-23 18:55:47,PZTJ8112577,20,E,19-02-23 23:49:49
EFS34410,19-02-23 18:55:47,22-02-23 18:55:47,ZERK9259174,20,E,19-02-23 23:35:47
MTZEFS17158,19-02-23 18:56:21,22-02-23 18:56:21,NGOC5328391,40,E,19-02-23 17:28:15
EFS34418,19-02-23 20:52:04,22-02-23 20:52:04,ABVT7889675,40,E,20-02-23 06:29:05
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,YYPQ5940371,20,L,21-02-23 00:24:56
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,GPNN1598508,20,L,20-02-23 22:56:33
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,BQBI2748863,20,L,21-02-23 00:29:43
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,RCBZ8546710,20,L,20-02-23 22:58:28
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,YULE2453231,20,L,21-02-23 13:14:27
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,BKJX4336645,20,L,21-02-23 13:35:30
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,VJTB8901617,20,L,21-02-23 12:41:28
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,VPAT0695681,20,L,21-02-23 15:13:25
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,YVTY4885476,20,L,21-02-23 00:01:34
IGOJO14431,20-02-23 16:33:21,23-02-23 16:33:21,OWOC5549941,20,L,21-02-23 11:43:32
EXP34844-124866,20-02-23 17:36:05,20-02-23 17:36:05,TEZB7983928,40,L,22-02-23 02:09:50
IGOJO14440,20-02-23 18:33:47,23-02-23 18:33:47,AZIS0409105,40,L,20-02-23 19:13:15
MTZEFS17178,21-02-23 00:11:22,24-02-23 00:11:22,GPQZ0012945,40,E,20-02-23 22:45:11
MTZEFS17178,21-02-23 00:11:22,24-02-23 00:11:22,RDET9256844,40,E,20-02-23 22:44:37
EFS34458,21-02-23 10:40:27,24-02-23 10:40:27,UNQY5362189,,E,21-02-23 13:15:46
EFS34463,21-02-23 14:01:20,24-02-23 14:01:20,EVZL3564573,40,E,21-02-23 16:50:39
IGOJO14467,21-02-23 15:03:52,24-02-23 15:03:52,TPAA9470975,40,L,27-02-23 02:11:19
IGOJO14467,21-02-23 15:03:52,24-02-23 15:03:52,OELG3886103,40,L,27-02-23 00:02:44
IGOJO14467,21-02-23 15:03:52,24-02-23 15:03:52,NGAY5520442,40,L,27-02-23 02:47:15
EXP34833-124849,21-02-23 15:12:32,21-02-23 15:12:32,FZMH6524733,40,L,28-02-23 13:33:51
EFS17293-233995-424053,25-02-23 03:10:31,28-02-23 03:10:31,MNXU0490612,20,L,28-02-23 13:48:57
EFS17270-233795-423808,24-02-23 08:25:04,27-02-23 08:25:04,UWLQ0410907,20,L,28-02-23 13:51:08
MTZEFS17361,28-02-23 11:45:24,3/3/2023 11:45,GCMC5264201,40,E,28-02-23 10:18:03
ALO18164-125615-424070,25-02-23 02:58:14,28-02-23 02:58:14,NLFQ8888808,20,L,28-02-23 13:49:25
IGOJO14663,28-02-23 13:00:32,3/3/2023 13:00,RDFW9868427,20,L,3/3/2023 2:03
IGOJO14663,28-02-23 13:00:32,3/3/2023 13:00,IXOY1768699,20,L,28-02-23 22:51:36
IGOJO14663,28-02-23 13:00:32,3/3/2023 13:00,URYB4894732,20,L,2/3/2023 21:54
EFS17035-231743-415365,14-02-23 03:33:51,17-02-23 03:33:51,WPWU4110308,40,L,28-02-23 13:53:42
EFS17051-231947-416221,15-02-23 02:55:33,18-02-23 02:55:33,JMWA2833372,40,L,28-02-23 13:45:36
EFS34743,28-02-23 13:37:11,3/3/2023 13:37,LTSL7440413,40,E,28-02-23 16:53:10
IGOJO14668,28-02-23 13:41:46,3/3/2023 13:41,PDEO5564102,20,L,4/3/2023 1:59
IGOJO14668,28-02-23 13:41:46,3/3/2023 13:41,BRQF6209591,20,L,7/3/2023 1:43
IGOJO14668,28-02-23 13:41:46,3/3/2023 13:41,YXBW9168487,20,L,5/3/2023 0:57
IGOJO14668,28-02-23 13:41:46,3/3/2023 13:41,ZSGF3306665,20,L,5/3/2023 18:14
IGOJO14668,28-02-23 13:41:46,3/3/2023 13:41,MYSA5524987,20,L,5/3/2023 20:06
IGOJO14668,28-02-23 13:41:46,3/3/2023 13:41,DRCT2343301,20,L,3/3/2023 11:14
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,KBLF5942025,20,L,28-02-23 21:49:15
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,NJCL0560780,20,L,1/3/2023 1:26
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,LMVI2085707,20,L,10/3/2023 7:33
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,WYWG1110613,20,L,5/3/2023 22:45
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,ESMM2084235,20,L,28-02-23 23:35:01
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,GKGK3501182,20,L,28-02-23 19:02:10
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,DUHM6142942,20,L,7/3/2023 1:11
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,ECNI7711325,20,L,3/3/2023 1:37
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,SIFR0205280,20,L,2/3/2023 2:20
IGOJO14669,28-02-23 13:51:54,3/3/2023 13:51,HWHX3638222,20,L,7/3/2023 0:17
EFS34747,28-02-23 13:52:09,3/3/2023 13:52,BRNM2053860,20,E,28-02-23 14:39:43
EFS34747,28-02-23 13:52:09,3/3/2023 13:52,SAVZ3819691,20,E,28-02-23 14:39:43
EFS34748,28-02-23 13:54:48,3/3/2023 13:54,ZZBY2829832,20,E,28-02-23 15:52:16
EFS34748,28-02-23 13:54:48,3/3/2023 13:54,FJDN3986279,20,E,28-02-23 15:52:16
EFS17243-233557-415412,23-02-23 10:23:17,26-02-23 10:23:17,INPF8732675,40,L,28-02-23 13:53:58
IGOJO14678,28-02-23 15:34:50,3/3/2023 15:34,XZES7608313,40,L,1/3/2023 1:14
IGOJO14679,28-02-23 16:05:36,3/3/2023 16:05,PJYL0858861,40,L,1/3/2023 1:12
IGOJO14679,28-02-23 16:05:36,3/3/2023 16:05,FLRH9344660,40,L,1/3/2023 1:21
IGOJO14679,28-02-23 16:05:36,3/3/2023 16:05,UGXV0673919,40,L,1/3/2023 2:15
IGOJO14679,28-02-23 16:05:36,3/3/2023 16:05,XDUH1751037,40,L,1/3/2023 1:45
EFS34391,19-02-23 02:41:47,22-02-23 02:41:47,RTTP4755069,20,E,19-02-23 08:24:40
MTZEFS17150,19-02-23 06:28:08,22-02-23 06:28:08,ZNFY8403189,40,E,19-02-23 05:01:55
EXP34865-124891,20-02-23 17:00:57,20-02-23 17:00:57,AXMO7767161,20,L,28-02-23 10:31:37
EXP34880-124907,20-02-23 20:19:54,20-02-23 20:19:54,JRTP7974859,40,L,22-02-23 03:13:35
EXP34922-124967,21-02-23 17:38:54,21-02-23 17:38:54,UKIN5785705,40,L,25-02-23 07:09:03
EXP34946-125003,21-02-23 19:21:08,21-02-23 19:21:08,PBUK2442886,20,L,24-02-23 08:30:13
EXP34946-125003,21-02-23 19:21:08,21-02-23 19:21:08,CWWQ3050839,20,L,24-02-23 08:19:51
EXP34946-125003,21-02-23 19:21:08,21-02-23 19:21:08,LMLO6615844,20,L,24-02-23 08:31:21
EXP34946-125003,21-02-23 19:21:08,21-02-23 19:21:08,ZPFM1619420,20,L,24-02-23 08:20:22
EXP34946-125003,21-02-23 19:21:08,21-02-23 19:21:08,QPKP8246234,20,L,24-02-23 08:18:39
IGOJO14509,22-02-23 12:57:30,25-02-23 12:57:30,QRES9414196,20,L,1/3/2023 3:29
IGOJO14509,22-02-23 12:57:30,25-02-23 12:57:30,AIYD9506505,20,L,22-02-23 23:36:19
IGOJO14509,22-02-23 12:57:30,25-02-23 12:57:30,AFNO2460887,20,L,27-02-23 00:39:17
IGOJO14516,22-02-23 16:24:59,25-02-23 16:24:59,YDFB3682285,40,L,23-02-23 00:28:11
EXP12471-125100,22-02-23 16:29:14,22-02-23 16:29:14,KBIE1593356,20,L,23-02-23 19:49:31
EFS17061-231990-412862,15-02-23 15:36:02,18-02-23 15:36:02,UWCS0815973,40,L,22-02-23 19:28:00
EFS34502,22-02-23 16:58:47,25-02-23 16:58:47,LRZR6228121,20,E,23-02-23 07:52:55
EFS34502,22-02-23 16:58:47,25-02-23 16:58:47,SIQG5818441,20,E,23-02-23 14:22:19
EFS34502,22-02-23 16:58:47,25-02-23 16:58:47,LDFZ2850378,20,E,23-02-23 14:43:30
EFS34502,22-02-23 16:58:47,25-02-23 16:58:47,QKBM1226074,20,E,23-02-23 14:02:26
EFS34503,22-02-23 17:04:54,25-02-23 17:04:54,UCNC9868517,20,E,23-02-23 07:53:20
EFS34503,22-02-23 17:04:54,25-02-23 17:04:54,NABU3632683,20,E,22-02-23 18:16:36
EFS34503,22-02-23 17:04:54,25-02-23 17:04:54,OIEN4354371,20,E,23-02-23 13:56:07
EFS34503,22-02-23 17:04:54,25-02-23 17:04:54,YACY3536073,20,E,23-02-23 11:12:33
EFS34840,1/3/2023 21:11,4/3/2023 21:11,LLBL6508363,20,E,2/3/2023 13:13
EFS34847,1/3/2023 23:14,4/3/2023 23:14,YRBF9811344,20,E,2/3/2023 5:21
EFS34847,1/3/2023 23:14,4/3/2023 23:14,NJAF0331994,20,E,2/3/2023 5:20
EFS34851,1/3/2023 23:34,4/3/2023 23:34,KSLH1973030,40,E,2/3/2023 4:02
EFS34852,2/3/2023 0:03,5/3/2023 0:03,HYFZ2786381,20,E,2/3/2023 7:49
EFS34852,2/3/2023 0:03,5/3/2023 0:03,HYXD4141535,20,E,2/3/2023 1:38
EFS34852,2/3/2023 0:03,5/3/2023 0:03,XMAG4223155,20,E,2/3/2023 7:46
EFS34855,2/3/2023 1:56,5/3/2023 1:56,DZJW7924352,20,E,2/3/2023 1:38
EFS34855,2/3/2023 1:56,5/3/2023 1:56,HHYI3391756,20,E,2/3/2023 1:07
EFS34855,2/3/2023 1:56,5/3/2023 1:56,MOAB7336838,20,E,2/3/2023 5:01
EFS34855,2/3/2023 1:56,5/3/2023 1:56,TTBB7501234,20,E,2/3/2023 1:07
EFS34855,2/3/2023 1:56,5/3/2023 1:56,CQKQ8161748,20,E,2/3/2023 2:20
EFS34855,2/3/2023 1:56,5/3/2023 1:56,DFQD5451179,20,E,2/3/2023 1:06
MTZEFS17391,2/3/2023 2:10,5/3/2023 2:10,UDOQ9041023,20,E,2/3/2023 0:41
EFS34856,2/3/2023 3:18,5/3/2023 3:18,LRTC0763825,20,E,2/3/2023 3:17
EFS34856,2/3/2023 3:18,5/3/2023 3:18,XTIQ3917622,20,E,2/3/2023 3:20
EFS34857,2/3/2023 3:20,5/3/2023 3:20,VVSW8018734,20,E,2/3/2023 3:44
EFS34857,2/3/2023 3:20,5/3/2023 3:20,BWDL1321441,20,E,2/3/2023 2:09
MTZEFS17393,2/3/2023 3:20,5/3/2023 3:20,GXPW8508270,20,E,2/3/2023 1:51
EFS34858,2/3/2023 3:22,5/3/2023 3:22,PVDL1210658,20,E,2/3/2023 3:26
EFS34859,2/3/2023 3:25,5/3/2023 3:25,NHJA5882862,20,E,2/3/2023 7:49
EFS34859,2/3/2023 3:25,5/3/2023 3:25,OKFM9988570,20,E,2/3/2023 7:46
EFS34859,2/3/2023 3:25,5/3/2023 3:25,SPEP5368913,20,E,2/3/2023 3:29
EFS34385,18-02-23 19:37:50,21-02-23 19:37:50,OMHB5970220,40,E,18-02-23 20:46:43
EFS34389,18-02-23 21:52:00,21-02-23 21:52:00,AHKH8644210,40,E,19-02-23 10:57:50
EFS17147,19-02-23 03:00:19,22-02-23 03:00:19,XVBQ9727606,40,E,19-02-23 01:31:53
EFS34408,19-02-23 18:52:03,22-02-23 18:52:03,FVSX6273380,20,E,19-02-23 19:48:23
EFS34408,19-02-23 18:52:03,22-02-23 18:52:03,KCHB6876193,20,E,19-02-23 18:25:01
MTZEFS17159,19-02-23 18:56:54,22-02-23 18:56:54,DIQX0468729,40,E,19-02-23 17:28:38
EFS34438,20-02-23 18:35:57,23-02-23 18:35:57,CJSJ6515876,20,E,21-02-23 06:35:54
EFS34438,20-02-23 18:35:57,23-02-23 18:35:57,XSCR1418786,20,E,22-02-23 01:56:03
EFS34438,20-02-23 18:35:57,23-02-23 18:35:57,OJDC5648242,20,E,21-02-23 06:35:02
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,MQPH2712458,20,L,22-02-23 03:10:58
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,OXEQ8770066,20,L,22-02-23 02:26:57
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,DSXF9483243,20,L,22-02-23 03:10:20
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,OLUW0222032,20,L,22-02-23 02:26:30
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,JIPK8913974,20,L,22-02-23 02:26:06
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,FRMF4968842,20,L,22-02-23 03:10:29
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,GPDC1659296,20,L,22-02-23 02:24:04
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,JIKR8514288,20,L,22-02-23 03:09:56
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,JNGT9365558,20,L,22-02-23 03:10:07
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,AECR7231253,20,L,22-02-23 02:23:52
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,JRUK9063763,20,L,22-02-23 03:10:39
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,RSTA4937652,20,L,22-02-23 02:27:25
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,IAFI9911805,20,L,22-02-23 03:10:50
EXP34919-124964,20-02-23 19:27:45,20-02-23 19:27:45,LDHH2739146,20,L,22-02-23 02:27:50
IGOJO14445,20-02-23 19:57:54,23-02-23 19:57:54,HVDP7311452,40,L,20-02-23 21:52:49
IGOJO14447,20-02-23 20:03:15,23-02-23 20:03:15,OMVA4825777,40,L,21-02-23 03:27:26
IGOJO14447,20-02-23 20:03:15,23-02-23 20:03:15,CFRJ6505847,40,L,21-02-23 03:48:12
IGOJO14447,20-02-23 20:03:15,23-02-23 20:03:15,AGGX3877417,40,L,21-02-23 13:17:01
IGOJO14447,20-02-23 20:03:15,23-02-23 20:03:15,PCUE4332744,40,L,21-02-23 05:49:59
EXP34877-124904,20-02-23 20:18:01,20-02-23 20:18:01,VMXY7755146,40,L,22-02-23 03:13:24
EXP34838-124856,21-02-23 15:15:39,21-02-23 15:15:39,NXXX7741918,40,L,25-02-23 07:01:53
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,LWHH8752421,20,L,1/3/2023 1:55
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,ONMU9885815,20,L,1/3/2023 1:36
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,CNNG4202859,20,L,1/3/2023 5:35
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,DPBF5087398,20,L,1/3/2023 0:37
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,UGUQ7324920,20,L,1/3/2023 9:20
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,TLRQ3335017,20,L,1/3/2023 3:23
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,BZNJ8944045,20,L,1/3/2023 0:39
IGOJO14682,28-02-23 17:16:52,3/3/2023 17:16,UBRM5224629,20,L,1/3/2023 4:41
